longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-119.550003,36.369999,26,1912,339,1002,311,3.037500,126300,INLAND
-118.239998,34.139999,28,1843,554,1402,512,2.462000,254000,<1H OCEAN
-118.269997,33.860001,26,1097,167,701,188,6.579900,196600,<1H OCEAN
-121.809998,38.450001,24,1951,341,1140,338,3.706100,128500,INLAND
-121.480003,38.520000,36,1824,357,906,356,2.991100,96400,INLAND
-120.879997,38.580002,8,3417,604,1703,623,4.082700,170700,INLAND
-121.459999,38.700001,32,965,183,568,188,3.861100,93900,INLAND
-119.400002,36.549999,19,3000,628,2202,590,2.514100,67400,INLAND
-117.669998,35.650002,18,2737,589,1128,533,2.800000,72000,INLAND
-117.790001,33.759998,25,2037,252,796,249,11.054600,487200,<1H OCEAN
-118.330002,33.770000,33,4244,595,1534,557,9.821400,500001,NEAR OCEAN
-122.500000,37.770000,52,2433,454,1070,420,4.125000,359500,NEAR BAY
-117.110001,32.709999,29,1040,291,1054,297,1.181800,83200,NEAR OCEAN
-122.040001,36.970001,52,1901,335,955,301,3.825900,253100,NEAR OCEAN
-117.309998,34.119999,37,1412,343,1127,351,1.166700,70900,INLAND
-118.300003,33.990002,44,1458,326,1159,283,1.164500,98200,<1H OCEAN
-121.339996,38.590000,22,3273,480,1151,463,8.050000,380000,INLAND
-118.000000,33.820000,21,2253,580,1536,500,3.232600,204700,<1H OCEAN
-118.040001,33.939999,31,3808,670,2430,660,4.625000,173900,<1H OCEAN
-118.260002,34.070000,40,680,273,995,249,2.260700,165600,<1H OCEAN
-117.769997,34.070000,29,2976,662,2452,633,3.063800,113600,INLAND
-118.430000,34.139999,44,1693,239,498,216,10.923700,500001,<1H OCEAN
-121.529999,38.560001,39,2438,483,1103,472,2.937500,86600,INLAND
-118.199997,34.060001,40,1181,335,1441,337,2.113600,111800,<1H OCEAN
-117.059998,32.590000,13,3920,775,2814,760,4.061600,148800,NEAR OCEAN
-117.970001,33.680000,16,4508,598,2221,623,7.373100,390800,<1H OCEAN
-119.980003,38.959999,25,2443,444,868,342,3.541700,114800,INLAND
-121.480003,38.520000,34,2561,497,1583,530,3.158300,95800,INLAND
-122.050003,37.869999,30,2296,329,847,322,6.719200,397500,NEAR BAY
-118.019997,33.709999,23,5554,995,2408,936,5.388600,331900,<1H OCEAN
-119.410004,36.680000,18,1802,332,945,292,3.404400,115300,INLAND
-118.620003,34.189999,35,1934,307,905,315,5.510100,267400,<1H OCEAN
-118.250000,33.799999,36,1697,394,1274,396,3.350000,163100,<1H OCEAN
-122.709999,38.459999,23,3220,603,1299,591,3.926100,213300,<1H OCEAN
-117.809998,33.869999,19,4491,680,2457,702,6.059100,233500,<1H OCEAN
-118.379997,33.880001,27,3039,606,1421,564,5.577100,345500,<1H OCEAN
-122.239998,37.810001,52,1490,238,634,256,6.030200,287300,NEAR BAY
-122.309998,38.320000,35,3997,762,2074,703,3.285000,138100,NEAR BAY
-116.220001,33.720001,28,826,258,979,245,1.717200,58800,INLAND
-122.629997,38.230000,45,2264,504,1076,472,3.013900,194100,<1H OCEAN
-118.830002,34.139999,16,1956,312,671,319,6.400100,321800,NEAR OCEAN
-121.849998,37.439999,8,426,61,241,55,7.309000,367900,<1H OCEAN
-120.419998,38.419998,18,2912,663,999,411,2.734400,91900,INLAND
-117.139999,34.750000,33,552,120,347,97,1.815800,100000,INLAND
-117.970001,34.070000,20,2063,496,1573,468,3.200000,157100,<1H OCEAN
-120.120003,39.180000,17,2839,525,390,189,3.566700,179200,INLAND
-120.570000,37.349998,18,704,176,520,154,3.003000,101300,INLAND
-122.129997,37.700001,43,3046,557,1333,544,3.458300,183700,NEAR BAY
-122.419998,37.790001,52,2511,895,1202,804,2.660700,87500,NEAR BAY
-118.430000,33.830002,19,6206,1611,2455,1472,5.145000,420200,NEAR OCEAN
-121.180000,39.259998,14,811,161,352,121,3.593800,140300,INLAND
-117.089996,33.119999,11,567,184,620,163,2.528400,122500,<1H OCEAN
-117.379997,34.110001,36,1497,264,894,275,3.306600,96300,INLAND
-118.430000,34.169998,32,3202,696,1573,621,3.444900,292900,<1H OCEAN
-122.419998,37.720001,42,4219,1125,3549,993,1.238700,212800,NEAR BAY
-117.050003,32.680000,15,1828,359,955,248,3.217400,165100,NEAR OCEAN
-118.379997,34.180000,40,2079,568,1396,526,3.006100,190800,<1H OCEAN
-120.430000,34.930000,4,2866,648,1311,578,2.864900,186500,<1H OCEAN
-117.660004,33.650002,13,8527,1364,4597,1393,6.224200,237900,<1H OCEAN
-122.739998,38.459999,9,2268,594,1311,585,2.660700,91500,<1H OCEAN
-117.989998,34.040001,30,4468,959,4027,938,3.185000,168300,<1H OCEAN
-122.269997,37.509998,36,1406,224,598,237,5.896400,414800,NEAR OCEAN
-118.220001,34.630001,4,14348,2145,5839,1806,5.379900,222400,INLAND
-121.389999,38.590000,34,1151,234,563,251,2.800000,113600,INLAND
-118.320000,34.080002,52,1164,257,575,251,3.125000,380400,<1H OCEAN
-120.709999,38.730000,17,2146,396,862,351,2.921900,141300,INLAND
-118.269997,34.000000,43,1258,381,1276,358,1.891700,106900,<1H OCEAN
-122.110001,38.009998,41,1345,272,718,283,3.383100,129400,NEAR BAY
-118.629997,34.160000,33,2896,455,1116,411,6.019200,347700,<1H OCEAN
-117.300003,34.139999,39,1781,335,841,320,1.943200,89000,INLAND
-123.820000,40.119999,33,2985,591,1221,486,2.087000,82400,<1H OCEAN
-118.940002,35.360001,19,2714,512,1823,500,3.128100,76200,INLAND
-122.029999,37.610001,33,1518,302,831,268,5.097000,188600,NEAR BAY
-124.110001,40.810001,23,959,212,425,175,2.553600,96100,NEAR OCEAN
-121.949997,37.299999,25,5641,1517,3786,1410,3.395800,267500,<1H OCEAN
-121.919998,36.610001,29,3735,808,1873,757,3.154300,253800,NEAR OCEAN
-117.970001,33.889999,14,923,136,420,130,10.225200,462800,<1H OCEAN
-122.529999,37.930000,42,2171,362,887,347,6.612500,393200,NEAR BAY
-121.650002,36.669998,28,1926,556,1717,535,1.938500,123200,<1H OCEAN
-119.739998,36.730000,42,1236,272,946,261,2.053600,50000,INLAND
-122.230003,37.799999,52,1252,299,844,280,2.392900,111900,NEAR BAY
-118.290001,33.959999,36,1717,417,902,368,1.486800,113200,<1H OCEAN
-117.250000,32.799999,35,2281,506,1005,496,4.229600,275000,NEAR OCEAN
-122.669998,38.240002,29,2644,464,1372,450,5.054400,261800,<1H OCEAN
-121.160004,38.750000,27,771,108,315,111,8.488200,276600,INLAND
-118.339996,33.830002,35,1818,353,853,321,5.897200,350900,<1H OCEAN
-121.019997,37.689999,19,3814,790,2219,804,3.520800,145000,INLAND
-118.000000,33.740002,25,2767,346,1148,372,6.394000,316700,<1H OCEAN
-121.849998,39.770000,17,5273,1177,2446,1199,1.936200,89900,INLAND
-119.000000,35.400002,44,2250,378,928,379,4.390600,93900,INLAND
-117.320000,33.250000,7,2499,420,1314,398,4.850000,186900,<1H OCEAN
-121.389999,38.549999,25,2171,431,1053,422,3.527800,126200,INLAND
-117.930000,33.869999,45,1006,230,1237,237,3.347200,168000,<1H OCEAN
-119.019997,35.349998,42,1239,251,776,272,1.983000,63300,INLAND
-117.419998,34.080002,21,4460,930,2657,839,2.756900,127500,INLAND
-121.260002,38.110001,8,2770,642,1611,633,3.128400,115100,INLAND
-123.360001,39.400002,21,1081,254,715,275,1.562500,71500,<1H OCEAN
-118.129997,34.020000,43,396,91,261,73,2.904400,172900,<1H OCEAN
-116.900002,34.250000,16,3018,523,556,244,3.528800,189700,INLAND
-122.129997,37.709999,44,1421,298,609,270,3.578100,180000,NEAR BAY
-117.889999,33.720001,25,4343,847,3872,850,4.650000,197800,<1H OCEAN
-117.779999,33.849998,16,3781,504,1665,499,7.255400,335600,<1H OCEAN
-122.099998,37.660000,35,686,142,480,149,3.875000,162100,NEAR BAY
-118.160004,34.040001,38,1076,286,1535,323,2.702600,145000,<1H OCEAN
-117.339996,34.130001,29,1494,286,991,280,2.125000,70600,INLAND
-116.910004,33.709999,19,6807,1164,2703,1055,3.159100,189700,INLAND
-118.589996,34.209999,34,2389,521,1560,514,4.833300,225400,<1H OCEAN
-118.269997,33.790001,36,2218,561,1789,527,3.161300,182300,<1H OCEAN
-122.379997,37.730000,15,6804,1664,4737,1581,1.413300,203400,NEAR BAY
-118.349998,34.070000,46,1651,410,512,397,4.017900,350000,<1H OCEAN
-118.139999,33.880001,30,2596,580,1662,539,4.050700,179500,<1H OCEAN
-120.550003,38.430000,18,1564,357,618,277,2.354900,108900,INLAND
-118.279999,34.060001,17,2518,1196,3051,1000,1.719900,175000,<1H OCEAN
-117.889999,33.820000,21,1591,298,904,297,4.890600,179100,<1H OCEAN
-117.029999,32.950001,19,4500,815,2456,782,4.503200,168900,<1H OCEAN
-120.510002,35.910000,39,768,162,264,118,5.324500,250000,INLAND
-122.430000,40.660000,15,2532,458,1183,450,2.541700,92200,INLAND
-119.559998,36.709999,29,1963,392,1208,398,2.574100,73000,INLAND
-122.120003,37.119999,51,2419,485,1078,435,2.793300,206900,NEAR OCEAN
-118.610001,34.189999,28,3824,749,1790,701,4.115400,246400,<1H OCEAN
-121.449997,38.619999,37,1534,315,1147,322,2.564300,59800,INLAND
-122.279999,37.900002,49,3191,516,1148,507,6.353800,333700,NEAR BAY
-116.989998,32.740002,17,3101,547,1410,486,3.177100,189900,<1H OCEAN
-118.029999,33.939999,30,2572,521,1564,501,3.486100,177200,<1H OCEAN
-117.949997,33.869999,35,1854,383,1115,381,4.478400,185200,<1H OCEAN
-118.349998,33.889999,30,1143,299,776,273,4.282900,240000,<1H OCEAN
-118.309998,33.980000,52,1607,331,900,295,3.598200,96600,<1H OCEAN
-119.040001,34.240002,20,7794,1192,4169,1188,5.931600,311900,<1H OCEAN
-118.309998,34.060001,14,1559,646,1639,567,1.994900,380000,<1H OCEAN
-118.349998,34.040001,49,1104,266,668,297,3.085600,151600,<1H OCEAN
-121.400002,38.709999,15,4680,758,2626,729,3.835500,107000,INLAND
-118.139999,33.709999,36,2484,525,792,446,5.181500,500001,NEAR OCEAN
-121.250000,37.759998,22,2430,417,1292,391,3.400900,182400,INLAND
-124.150002,40.880001,33,2235,506,1165,441,1.725000,57500,NEAR OCEAN
-117.970001,33.880001,16,2003,300,1172,318,6.039400,321600,<1H OCEAN
-121.910004,37.310001,28,3104,811,1488,754,3.642900,332600,<1H OCEAN
-116.510002,34.849998,15,3149,713,1281,486,2.000000,64700,INLAND
-118.290001,33.950001,40,2808,695,2357,627,1.965500,102300,<1H OCEAN
-122.669998,38.450001,24,2622,525,1027,510,2.922200,242600,<1H OCEAN
-121.540001,38.590000,40,2120,504,1304,464,2.036800,67800,INLAND
-117.650002,34.119999,17,3006,427,1291,406,6.208300,242700,INLAND
-122.230003,40.320000,10,2336,426,1003,368,3.083300,81300,INLAND
-122.500000,37.759998,50,1993,410,1009,374,3.946400,295600,NEAR OCEAN
-118.360001,34.029999,38,2365,638,2259,607,2.087900,120700,<1H OCEAN
-122.190002,37.759998,38,1493,370,1144,351,0.768300,81800,NEAR BAY
-118.379997,34.040001,45,767,130,254,118,6.289500,340400,<1H OCEAN
-117.040001,32.740002,5,2878,785,1727,758,1.717900,132000,NEAR OCEAN
-122.089996,37.950001,32,1339,209,601,209,6.026500,247900,NEAR BAY
-118.220001,33.910000,31,571,153,841,158,2.615400,89200,<1H OCEAN
-115.480003,32.680000,15,3414,666,2097,622,2.331900,91200,INLAND
-122.419998,37.610001,37,1866,300,822,305,4.700000,341300,NEAR OCEAN
-117.110001,32.570000,32,2723,586,1702,562,3.337100,140500,NEAR OCEAN
-121.309998,38.720001,11,2306,420,1308,418,3.950600,122200,INLAND
-118.169998,34.040001,44,691,155,613,142,1.966700,133900,<1H OCEAN
-118.239998,34.049999,13,1703,697,1823,669,0.828800,181300,<1H OCEAN
-118.089996,34.009998,42,897,229,1094,238,2.072900,114100,<1H OCEAN
-118.320000,34.040001,48,1184,328,953,311,2.352600,156300,<1H OCEAN
-118.410004,34.000000,35,1062,305,1026,307,2.715300,265500,<1H OCEAN
-122.150002,37.470001,37,1844,382,1634,417,2.799300,145500,NEAR BAY
-121.239998,37.959999,37,1175,260,951,267,2.875000,57700,INLAND
-121.910004,37.419998,19,1684,387,1224,376,4.138900,174100,<1H OCEAN
-118.480003,34.049999,48,3623,528,1282,516,9.522100,500001,<1H OCEAN
-121.150002,38.889999,20,2024,313,879,309,5.290300,239400,INLAND
-121.839996,37.349998,20,3375,867,4610,860,2.689400,182200,<1H OCEAN
-122.430000,37.799999,52,2696,572,925,552,5.036500,500000,NEAR BAY
-122.430000,37.709999,35,2878,564,1633,528,4.500000,266900,NEAR BAY
-122.000000,37.340000,31,3344,620,1604,572,5.210800,351500,<1H OCEAN
-118.239998,34.119999,34,80,26,125,35,0.890700,154200,<1H OCEAN
-121.820000,37.389999,37,4137,636,1569,578,6.100800,286200,<1H OCEAN
-118.139999,34.020000,40,1912,502,2077,500,2.600000,180600,<1H OCEAN
-118.150002,34.139999,52,403,117,361,105,1.625000,187500,<1H OCEAN
-118.139999,33.910000,32,1981,472,1371,431,3.120400,204200,<1H OCEAN
-118.000000,33.900002,35,1758,309,972,338,4.383100,209800,<1H OCEAN
-118.279999,34.040001,20,1193,454,1880,453,2.180600,180000,<1H OCEAN
-117.750000,34.049999,46,1480,358,1511,348,1.971800,110600,INLAND
-118.239998,34.240002,31,3019,469,1349,462,7.146300,394100,<1H OCEAN
-122.400002,38.529999,24,1741,289,564,231,3.611800,248400,INLAND
-122.160004,38.070000,14,6360,1236,2876,1127,4.532100,190300,NEAR BAY
-122.099998,37.650002,25,2538,494,1185,501,4.541700,194400,NEAR BAY
-122.449997,38.299999,24,1946,400,718,380,3.550700,257900,NEAR BAY
-118.290001,33.959999,31,4022,1208,3707,1007,1.309600,116300,<1H OCEAN
-119.690002,36.830002,28,1868,350,898,329,3.181400,78900,INLAND
-121.290001,38.009998,10,69,16,50,20,3.750000,120800,INLAND
-118.199997,34.070000,34,1765,551,2203,500,2.270800,159600,<1H OCEAN
-117.250000,33.119999,8,8552,1437,3335,1323,5.311000,255800,NEAR OCEAN
-122.459999,37.750000,52,1849,287,695,258,6.537200,394000,NEAR BAY
-120.639999,37.380001,21,3157,637,2268,620,2.567000,70400,INLAND
-118.459999,34.279999,23,1663,302,1242,283,5.593100,217600,<1H OCEAN
-118.349998,33.799999,32,1434,296,672,285,4.875000,311700,<1H OCEAN
-118.410004,33.919998,22,2340,584,1141,554,4.572900,337500,<1H OCEAN
-121.849998,37.380001,12,12980,2568,8190,2515,5.241500,286500,<1H OCEAN
-122.089996,37.650002,35,1130,192,543,184,4.389700,190600,NEAR BAY
-117.139999,32.750000,19,1358,613,766,630,1.035300,150000,NEAR OCEAN
-118.480003,34.000000,41,2584,743,1058,668,3.206100,370000,<1H OCEAN
-117.260002,34.480000,6,4632,753,1851,694,4.193300,163100,INLAND
-117.339996,33.189999,19,3575,525,1654,559,5.740900,274100,NEAR OCEAN
-120.430000,34.889999,28,2862,478,1384,463,4.669400,158200,<1H OCEAN
-117.930000,33.860001,17,1627,398,1216,369,3.343800,186600,<1H OCEAN
-122.000000,37.540001,26,1910,371,852,357,5.832500,298900,<1H OCEAN
-121.949997,37.340000,25,5236,1320,2529,1213,3.170200,256100,<1H OCEAN
-118.220001,33.950001,36,1679,483,2249,487,2.816700,160400,<1H OCEAN
-118.949997,34.189999,24,2719,434,1318,424,4.675000,228800,<1H OCEAN
-117.089996,32.570000,10,2198,368,1645,350,4.554700,160700,NEAR OCEAN
-119.849998,36.830002,11,2497,427,1101,405,4.803600,141600,INLAND
-122.050003,37.950001,34,1408,277,738,269,4.175000,169400,NEAR BAY
-118.089996,33.750000,32,6239,974,2615,950,6.618800,380000,NEAR OCEAN
-123.199997,39.130001,26,1474,417,1065,401,1.375000,84400,<1H OCEAN
-122.199997,37.799999,41,2070,354,804,340,5.118400,239600,NEAR BAY
-115.620003,33.040001,20,1121,244,766,230,2.296900,62000,INLAND
-120.709999,37.389999,40,680,160,785,175,2.605800,72700,INLAND
-118.339996,34.189999,41,1524,393,1176,375,2.875000,192400,<1H OCEAN
-117.989998,33.840000,34,2079,343,1379,352,5.103000,207000,<1H OCEAN
-117.940002,34.139999,33,1620,283,868,275,5.411000,219400,INLAND
-118.209999,34.099998,40,1684,316,795,330,5.272300,218300,<1H OCEAN
-118.230003,34.150002,26,1649,522,1332,483,3.100400,257100,<1H OCEAN
-117.510002,34.000000,36,3791,746,2258,672,3.206700,124700,INLAND
-118.199997,33.820000,34,2807,768,2217,744,2.428600,204800,NEAR OCEAN
-118.470001,34.299999,16,2495,551,2314,567,3.673600,192200,<1H OCEAN
-122.699997,38.459999,29,2891,459,1012,441,5.041500,240200,<1H OCEAN
-118.370003,33.820000,39,2794,444,1319,441,5.878000,387800,<1H OCEAN
-119.220001,34.270000,30,1937,295,695,313,5.067900,234300,NEAR OCEAN
-117.349998,34.040001,14,2991,522,1729,537,3.513900,146800,INLAND
-118.019997,34.060001,26,2929,970,3792,817,2.257700,173800,<1H OCEAN
-120.989998,39.040001,17,2289,450,1182,397,2.369600,166800,INLAND
-118.360001,34.099998,37,7097,2010,2913,1939,2.875000,300000,<1H OCEAN
-118.430000,34.020000,42,1528,244,634,242,8.163100,500001,<1H OCEAN
-118.360001,33.880001,33,2408,534,1644,523,4.245400,236800,<1H OCEAN
-121.949997,37.270000,17,1330,271,408,258,1.717100,181300,<1H OCEAN
-122.000000,37.389999,33,2154,405,1655,434,5.796200,229800,<1H OCEAN
-117.489998,33.980000,17,2727,462,1691,448,4.837100,160600,INLAND
-117.989998,33.660000,29,1330,293,613,236,4.659100,353100,<1H OCEAN
-121.150002,38.799999,20,2104,370,745,314,4.168500,217500,INLAND
-118.250000,34.230000,41,1979,496,1157,459,4.408300,217700,<1H OCEAN
-121.360001,38.020000,5,2229,543,1010,474,4.171900,206100,INLAND
-117.680000,35.610001,9,4241,832,1929,742,3.598800,84500,INLAND
-117.809998,34.110001,21,3481,808,1866,746,3.620100,150400,INLAND
-122.129997,37.669998,38,2012,347,880,332,3.173400,181600,NEAR BAY
-121.610001,38.380001,37,1365,276,952,268,4.037000,156900,INLAND
-118.459999,34.200001,13,2926,816,1867,802,3.525500,202700,<1H OCEAN
-117.080002,32.689999,36,1571,284,1001,268,3.687500,111400,NEAR OCEAN
-119.620003,36.560001,30,1722,372,1467,403,1.887800,51600,INLAND
-122.540001,38.000000,28,3416,826,1694,800,3.180000,277000,NEAR BAY
-117.930000,34.049999,32,3055,623,1902,565,4.292600,190700,<1H OCEAN
-122.459999,37.509998,23,949,151,399,149,5.628600,411300,NEAR OCEAN
-117.309998,32.980000,17,2789,648,849,345,4.101200,244700,NEAR OCEAN
-121.989998,37.310001,26,3285,502,1443,530,5.783300,339600,<1H OCEAN
-117.180000,32.700001,42,1691,286,761,281,5.138600,404500,NEAR OCEAN
-118.059998,33.990002,47,1588,309,827,292,3.783300,166100,<1H OCEAN
-121.250000,38.720001,15,6838,941,3166,926,5.217700,162700,INLAND
-118.309998,33.799999,31,4464,991,2420,947,4.042500,277900,<1H OCEAN
-122.209999,37.369999,34,1476,217,613,223,8.288300,500001,NEAR OCEAN
-122.419998,37.730000,35,1871,342,1055,310,4.625000,279300,NEAR BAY
-123.250000,38.540001,27,3658,764,1278,518,3.353600,157500,NEAR OCEAN
-117.769997,33.849998,13,5415,827,2061,714,7.368100,353100,<1H OCEAN
-121.970001,37.959999,28,1433,290,877,313,4.789100,184800,INLAND
-122.449997,37.790001,52,1734,482,731,429,1.480400,425000,NEAR BAY
-117.220001,33.220001,16,2134,643,1555,560,1.721700,175000,<1H OCEAN
-117.860001,33.730000,31,1115,268,1369,259,3.569400,150500,<1H OCEAN
-121.449997,38.610001,34,438,116,263,100,0.937900,67500,INLAND
-118.500000,34.520000,3,6577,1056,3032,1004,5.926300,251800,INLAND
-121.870003,37.259998,17,1051,172,446,173,5.665200,234500,<1H OCEAN
-120.669998,35.480000,18,2339,443,1097,416,3.343800,176100,<1H OCEAN
-119.769997,36.740002,50,1325,280,811,281,1.866700,62800,INLAND
-117.959999,34.709999,32,3511,646,1733,510,3.460000,123900,INLAND
-118.570000,34.200001,36,2559,469,1358,445,4.556800,201500,<1H OCEAN
-117.879997,34.110001,30,3082,602,2008,619,4.141100,182700,<1H OCEAN
-120.849998,37.509998,15,1131,285,728,281,1.553100,93100,INLAND
-122.440002,37.799999,52,2865,593,1029,577,5.253900,500001,NEAR BAY
-122.330002,37.580002,40,2362,468,992,425,4.791700,359900,NEAR OCEAN
-118.470001,34.009998,44,2017,343,958,382,6.101400,480100,<1H OCEAN
-117.040001,32.810001,12,2880,406,1381,418,6.541200,254200,<1H OCEAN
-117.029999,32.709999,34,2328,444,1684,429,3.250000,99600,NEAR OCEAN
-122.430000,37.709999,52,1508,278,1138,304,4.023400,266500,NEAR BAY
-121.349998,38.000000,6,1649,369,732,350,3.423100,123800,INLAND
-118.349998,34.029999,49,2334,530,1334,447,1.890000,124000,<1H OCEAN
-117.129997,32.919998,17,1481,315,1002,300,3.619600,163400,<1H OCEAN
-117.169998,34.250000,15,4236,753,703,255,3.562500,165500,INLAND
-117.010002,34.889999,26,2599,498,1332,443,2.719800,70400,INLAND
-117.250000,34.150002,30,1770,380,990,348,3.300000,97600,INLAND
-117.290001,32.810001,35,1878,308,598,257,6.955300,500001,NEAR OCEAN
-119.120003,35.389999,13,1264,202,552,187,4.590300,94300,INLAND
-122.430000,37.430000,17,11999,2249,5467,1989,4.840500,354300,NEAR OCEAN
-121.889999,37.349998,43,1185,296,933,244,2.925000,170800,<1H OCEAN
-122.309998,37.560001,45,1792,301,829,318,4.901300,330100,NEAR OCEAN
-118.059998,34.080002,34,1197,260,942,245,3.420200,189100,<1H OCEAN
-117.889999,33.860001,28,1395,398,1220,362,3.300800,193800,<1H OCEAN
-116.930000,32.810001,18,2447,466,1573,472,2.642900,125400,<1H OCEAN
-120.489998,37.310001,45,1834,421,1405,407,2.052100,72400,INLAND
-122.419998,37.759998,52,1190,400,1270,332,2.032900,225000,NEAR BAY
-119.559998,36.509998,9,3860,809,2157,770,2.503300,70100,INLAND
-122.010002,37.400002,14,4841,1130,813,517,3.761400,137500,<1H OCEAN
-118.940002,34.180000,24,3689,585,1898,581,5.922400,239400,<1H OCEAN
-121.610001,39.130001,21,1432,328,933,336,1.682300,83800,INLAND
-117.660004,34.070000,33,2081,409,1008,375,2.587000,138100,INLAND
-118.199997,33.970001,28,2474,702,2830,694,2.754000,166200,<1H OCEAN
-118.110001,33.820000,37,1756,345,836,335,4.375000,218200,<1H OCEAN
-120.669998,35.619999,6,12779,2441,6085,2157,3.866100,168100,<1H OCEAN
-122.169998,37.779999,42,1524,260,651,267,3.687500,157300,NEAR BAY
-122.440002,37.700001,6,3523,664,1705,608,4.931800,258100,NEAR OCEAN
-119.790001,36.849998,11,2596,619,1765,539,1.951100,54000,INLAND
-121.519997,37.750000,18,1544,272,825,286,4.322900,327300,INLAND
-117.239998,33.200001,25,1631,415,1045,386,2.450500,147500,<1H OCEAN
-119.169998,34.189999,28,1444,508,2145,437,1.696400,175000,NEAR OCEAN
-122.300003,37.880001,45,453,146,749,137,1.475000,187500,NEAR BAY
-119.779999,34.439999,28,2864,495,1364,482,4.835000,353400,NEAR OCEAN
-121.760002,41.500000,31,602,153,112,47,1.066700,34200,INLAND
-118.349998,34.180000,46,2711,491,1277,490,4.282000,224700,<1H OCEAN
-118.389999,34.009998,35,4424,918,2101,888,3.968800,355100,<1H OCEAN
-119.540001,38.509998,14,1250,272,721,234,2.350000,95700,INLAND
-122.419998,37.779999,52,1254,469,895,456,2.151600,187500,NEAR BAY
-117.089996,32.610001,21,1945,430,1335,419,3.646700,113000,NEAR OCEAN
-118.269997,33.910000,42,1786,358,1318,373,2.625000,101100,<1H OCEAN
-121.900002,36.599998,39,1629,423,804,386,2.466300,236500,NEAR OCEAN
-118.370003,34.119999,34,2821,399,843,391,11.615000,500001,<1H OCEAN
-117.160004,33.610001,3,2744,428,1223,366,4.794400,215300,<1H OCEAN
-117.250000,33.360001,6,3725,960,2833,915,2.321400,247000,<1H OCEAN
-117.209999,32.840000,34,2158,366,1046,335,4.540200,182100,NEAR OCEAN
-121.900002,38.029999,51,2982,689,1831,608,2.003400,87700,INLAND
-118.099998,33.900002,37,1061,202,768,206,4.750000,161900,<1H OCEAN
-122.430000,37.790001,52,3020,842,1294,769,3.437500,500001,NEAR BAY
-121.349998,38.580002,20,2992,378,1105,368,8.657200,320200,INLAND
-117.620003,33.419998,23,2656,515,998,435,4.029400,500001,NEAR OCEAN
-118.269997,33.959999,38,1126,270,999,265,0.549500,91700,<1H OCEAN
-117.690002,34.040001,5,4459,896,2028,881,4.009600,182600,INLAND
-118.160004,33.910000,28,2922,739,3013,673,2.953100,127100,<1H OCEAN
-118.239998,33.930000,37,1027,258,824,248,1.513200,86300,<1H OCEAN
-122.290001,37.849998,52,477,119,218,106,2.568200,120000,NEAR BAY
-118.080002,34.139999,45,2923,604,1903,560,3.172900,218700,INLAND
-119.820000,36.770000,36,2252,468,1117,442,2.908100,65600,INLAND
-118.519997,34.299999,17,4542,621,2144,597,8.846700,450700,<1H OCEAN
-121.199997,38.680000,9,2200,422,938,369,3.489600,143800,INLAND
-120.650002,35.270000,27,2034,341,768,316,4.241100,258900,NEAR OCEAN
-117.870003,34.060001,25,3652,470,1525,484,10.124800,428500,<1H OCEAN
-117.870003,33.630001,9,6163,1004,1912,903,10.828900,500001,<1H OCEAN
-117.150002,32.750000,40,2261,579,903,525,2.465000,198700,NEAR OCEAN
-121.419998,38.650002,21,2274,495,1157,445,2.098000,49800,INLAND
-119.279999,34.419998,23,4763,828,2198,771,4.810500,313000,NEAR OCEAN
-118.400002,33.869999,34,3145,786,1352,727,5.097600,469800,<1H OCEAN
-118.129997,34.040001,40,1444,312,881,303,3.108300,220500,<1H OCEAN
-124.019997,40.799999,22,2588,435,1198,442,3.979200,133900,<1H OCEAN
-117.900002,33.740002,18,1884,442,1915,442,2.378300,166700,<1H OCEAN
-119.570000,36.700001,7,1761,309,974,308,3.726100,83900,INLAND
-117.800003,33.669998,4,3345,552,1525,539,6.796200,329100,<1H OCEAN
-120.260002,37.990002,12,2726,517,1351,474,3.500000,107100,INLAND
-121.300003,38.669998,20,1234,208,649,211,4.852300,143000,INLAND
-117.110001,32.770000,52,1484,224,498,223,6.605300,331400,NEAR OCEAN
-118.139999,34.700001,12,1984,614,1071,574,1.253200,102100,INLAND
-117.260002,34.240002,10,4750,844,1220,428,4.553600,132400,INLAND
-122.330002,37.970001,45,1982,376,1179,398,3.546300,130800,NEAR BAY
-117.989998,33.709999,17,1600,458,1803,432,2.786500,216700,<1H OCEAN
-117.959999,33.860001,32,2366,505,1283,477,3.351600,190000,<1H OCEAN
-119.250000,36.560001,35,1675,373,1131,316,1.672200,59100,INLAND
-119.180000,34.160000,12,460,101,405,103,5.278300,167400,NEAR OCEAN
-120.150002,39.200001,14,1382,242,141,66,4.101600,283300,INLAND
-117.660004,34.049999,6,5129,1119,2533,949,3.625000,113600,INLAND
-117.050003,32.720001,35,1777,369,1158,353,3.410700,117000,NEAR OCEAN
-117.980003,33.820000,34,1290,220,867,241,5.548600,218100,<1H OCEAN
-121.279999,38.639999,19,3574,669,1373,643,3.629800,242100,INLAND
-118.260002,33.880001,36,1212,222,775,224,5.559100,136500,<1H OCEAN
-117.860001,34.099998,23,2535,490,1327,466,3.597700,180600,<1H OCEAN
-118.470001,34.020000,38,2163,651,1759,584,2.338200,297500,<1H OCEAN
-117.110001,32.750000,20,1667,469,1292,445,2.089300,101100,NEAR OCEAN
